Receptor                                                                                            Best Model     pLDDT     pTM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t05___SP_TM                               model_1        76.8      0.509
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t06___SP_TM                               model_1        75.4      0.474
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t01___SP_TM                               model_1        77.0      0.516
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t03___SP_TM                               model_1        76.8      0.577
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t01___SP_TM                                    model_1        79.5      0.489
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t02___SP_TM                                    model_1        78.9      0.594
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g268690.t01___SP_TM                                    model_1        75.0      0.496
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g279760.t01___SP_TM                                    model_1        79.0      0.539
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g281350.t01___SP_TM                                    model_1        69.1      0.388
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t01___SP_TM                                    model_1        86.4      0.614
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t02___SP_TM                                    model_1        86.1      0.606
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301520.t01___SP_TM                                    model_1        67.6      0.417
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t01___SP_TM                                    model_1        86.7      0.658
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319920.t01___SP_TM                                    model_1        77.5      0.476
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319970.t01___SP_TM                                    model_1        83.8      0.603
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320120.t01___SP_TM                                    model_1        86.5      0.675
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t01___TM                                       model_1        72.9      0.538
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t02___SP_TM                                    model_1        72.1      0.469
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t03___SP_TM                                    model_1        73.8      0.477
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t04___SP_TM                                    model_1        73.8      0.463
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t01___SP_TM                                    model_1        84.7      0.619
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t02___SP_TM                                    model_1        82.7      0.672
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t01___TM                                       model_1        83.7      0.606
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t02___SP_TM                                    model_1        85.4      0.622
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g352910.t01___SP_TM                                    model_1        74.1      0.553
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g370700.t01___SP_TM                                    model_1        66.6      0.505
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373870.t01___SP_TM                                    model_1        84.6      0.613
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379190.t01___SP_TM                                    model_1        80.3      0.522
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379190.t02___SP_TM                                    model_1        80.2      0.623
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386150.t01___SP_TM                                    model_1        65.9      0.410
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386150.t02___SP_TM                                    model_1        67.9      0.495
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403320.t01___TM                                       model_1        83.6      0.509
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403350.t01___TM                                       model_1        88.8      0.628
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403360.t01___TM                                       model_1        88.9      0.618
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416570.t01___SP_TM                                    model_1        78.8      0.594
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416580.t01___TM                                       model_1        81.6      0.546
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416780.t01___TM                                       model_1        84.4      0.598
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416790.t01___SP_TM                                    model_1        73.8      0.467
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425940.t01___SP_TM                                    model_1        82.4      0.550
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425970.t01___TM                                       model_1        89.3      0.627
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425980.t01___TM                                       model_1        84.1      0.572
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426040.t01___TM                                       model_1        89.8      0.618
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426070.t01___SP_TM                                    model_1        88.9      0.607
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426110.t01___SP_TM                                    model_1        86.7      0.595
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426170.t01___TM                                       model_1        88.1      0.616
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426180.t01___TM                                       model_1        81.2      0.457
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g427230.t01___SP_TM                                    model_1        81.9      0.500
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g427230.t02___SP_TM                                    model_1        77.4      0.469
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428390.t01___TM                                       model_1        80.3      0.439
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428420.t01___TM                                       model_1        85.2      0.588
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428570.t01___SP_TM                                    model_1        84.2      0.605
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434250.t01___SP_TM                                    model_1        79.1      0.589
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t01___SP_TM                                    model_1        86.2      0.632
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g446300.t02___SP_TM                                    model_1        83.1      0.667
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450010.t01___SP_TM                                    model_1        88.7      0.612
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450030.t01___SP_TM                                    model_1        87.9      0.622
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g457140.t01___SP_TM                                    model_1        79.6      0.508
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459710.t01___SP_TM                                    model_1        84.4      0.609
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t01___TM                                       model_1        77.0      0.541
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t02___TM                                       model_1        76.5      0.546
VITVvi_vCabSauv08_v1.1_Primary000084F.ver1.0.g468390.t01___SP_TM                                    model_1        65.8      0.511
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t01___SP_TM                                    model_1        79.2      0.523
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t04___SP_TM                                    model_1        79.3      0.512
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t06___SP_TM                                    model_1        80.1      0.586
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g470860.t07___SP_TM                                    model_1        79.2      0.583
VITVvi_vCabSauv08_v1.1_Primary000103F.ver1.0.g492740.t01___TM                                       model_1        87.9      0.614
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497860.t01___SP_TM                                    model_1        83.1      0.534
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497870.t01___SP_TM                                    model_1        88.6      0.499
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497910.t01___TM                                       model_1        71.9      0.525
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g504970.t01___SP_TM                                    model_1        80.4      0.507
VITVvi_vCabSauv08_v1.1_Primary000115F.ver1.0.g505260.t01___SP_TM                                    model_1        80.1      0.537
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g521070.t01___SP_TM                                    model_1        86.8      0.612
VITVvi_vCabSauv08_v1.1_Primary000133F.ver1.0.g522520.t01___SP_TM                                    model_1        87.2      0.643
VITVvi_vCabSauv08_v1.1_Primary000144F.ver1.0.g530000.t01___SP_TM                                    model_1        87.8      0.618
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t01___TM                                       model_1        78.1      0.544
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t02___SP_TM                                    model_1        77.9      0.497
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t03___TM                                       model_1        78.7      0.520
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t04___SP_TM                                    model_1        78.1      0.499
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t05___SP_TM                                    model_1        76.5      0.509
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t06___SP_TM                                    model_1        74.4      0.474
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t01___TM                                       model_1        76.3      0.544
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t02___TM                                       model_1        76.3      0.557
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t02___SP_TM                                    model_1        77.5      0.512
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t03___SP_TM                                    model_1        77.1      0.576
VITVvi_vCabSauv08_v1.1_Primary000475F.ver1.0.g612460.t01___SP_TM                                    model_1        88.4      0.637
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t01___TM                                       model_1        82.0      0.565
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t02___TM                                       model_1        78.6      0.543
